Title,Author,Year,Genre,Price,Rating
War and Peace,Mark Twain,2009,Adventure,25.97,3.1
Pride and Prejudice,J.R.R. Tolkien,1989,Horror,24.18,2.3
The Odyssey,Agatha Christie,1996,Drama,26.94,3.9
The Odyssey,F. Scott Fitzgerald,2012,Fantasy,18.97,4.4
War and Peace,Agatha Christie,1965,Romance,23.2,3.6
Hamlet,Stephen King,2003,Horror,24.94,2.6
The Odyssey,J.K. Rowling,1983,Adventure,26.58,4.7
To Kill a Mockingbird,George Orwell,2012,Romance,25.84,5.0
Ulysses,Jane Austen,1958,Romance,25.18,2.3
The Great Gatsby,Margaret Atwood,1970,Mystery,27.74,4.1
1984,Stephen King,1975,Historical,5.67,1.8
To Kill a Mockingbird,Ernest Hemingway,2015,Drama,8.06,1.5
Brave New World,Jane Austen,1950,Horror,24.66,1.3
Brave New World,Mark Twain,2006,Sci-Fi,21.55,4.2
Pride and Prejudice,J.R.R. Tolkien,2023,Horror,6.68,2.1
War and Peace,George Orwell,2005,Non-Fiction,16.42,4.6
The Odyssey,F. Scott Fitzgerald,1983,Horror,10.38,3.1
Pride and Prejudice,Stephen King,1980,Sci-Fi,29.4,1.0
The Odyssey,George Orwell,2000,Horror,15.86,3.1
Moby Dick,J.R.R. Tolkien,2000,Thriller,8.47,1.3
Pride and Prejudice,F. Scott Fitzgerald,1993,Historical,6.21,2.9
Pride and Prejudice,Jane Austen,2015,Mystery,5.63,4.4
The Great Gatsby,J.K. Rowling,1959,Drama,9.14,4.2
Brave New World,Jane Austen,2018,Historical,21.85,3.3
War and Peace,J.R.R. Tolkien,1955,Adventure,22.05,2.8
The Great Gatsby,Stephen King,1986,Thriller,12.78,2.1
Pride and Prejudice,Margaret Atwood,1979,Drama,5.27,3.5
War and Peace,Mark Twain,1957,Mystery,12.07,3.7
To Kill a Mockingbird,Jane Austen,2010,Sci-Fi,22.98,3.1
Ulysses,Ernest Hemingway,1971,Romance,10.8,1.7
War and Peace,Jane Austen,2003,Fantasy,18.51,4.2
1984,Mark Twain,1991,Fantasy,29.48,1.7
To Kill a Mockingbird,Margaret Atwood,1958,Non-Fiction,8.94,1.5
Hamlet,J.K. Rowling,1971,Horror,5.46,2.5
Hamlet,Agatha Christie,1962,Historical,25.79,3.9
To Kill a Mockingbird,Margaret Atwood,2017,Horror,24.06,2.5
Moby Dick,Stephen King,1962,Non-Fiction,15.07,1.7
Moby Dick,Stephen King,1988,Fantasy,15.96,2.5
Pride and Prejudice,Jane Austen,1968,Romance,27.82,3.0
Moby Dick,Mark Twain,1988,Drama,22.38,1.7
To Kill a Mockingbird,Agatha Christie,2016,Mystery,6.6,2.2
Ulysses,Agatha Christie,1986,Non-Fiction,27.12,1.5
Ulysses,J.R.R. Tolkien,2016,Horror,5.94,3.5
Moby Dick,Ernest Hemingway,2011,Adventure,24.86,3.6
The Odyssey,Margaret Atwood,1998,Adventure,7.17,3.4
Brave New World,Jane Austen,1984,Sci-Fi,28.12,1.2
Pride and Prejudice,Jane Austen,2005,Sci-Fi,5.3,3.6
Brave New World,J.R.R. Tolkien,1993,Mystery,23.51,3.3
War and Peace,J.R.R. Tolkien,1999,Historical,18.28,4.4
1984,Margaret Atwood,2010,Adventure,5.28,2.9
Brave New World,Agatha Christie,1986,Romance,6.76,3.1
Brave New World,J.K. Rowling,2017,Sci-Fi,24.11,3.3
Ulysses,Stephen King,2007,Thriller,7.9,1.0
Brave New World,Jane Austen,1953,Adventure,23.9,1.9
The Great Gatsby,Agatha Christie,1994,Drama,10.16,3.2
Pride and Prejudice,Margaret Atwood,2008,Sci-Fi,12.76,2.1
Moby Dick,Mark Twain,2001,Adventure,22.6,1.0
1984,J.K. Rowling,1975,Horror,9.92,1.7
The Great Gatsby,J.K. Rowling,2019,Historical,11.81,1.4
War and Peace,Agatha Christie,2021,Thriller,22.51,1.1
1984,George Orwell,2021,Horror,25.86,1.9
The Great Gatsby,Ernest Hemingway,2015,Horror,16.11,1.4
Pride and Prejudice,J.R.R. Tolkien,1956,Historical,17.35,4.7
The Great Gatsby,Mark Twain,1962,Horror,22.0,4.5
Brave New World,Mark Twain,1961,Fantasy,28.12,4.7
Pride and Prejudice,Jane Austen,2010,Horror,27.16,3.1
Brave New World,J.R.R. Tolkien,2018,Mystery,7.54,2.2
Ulysses,Margaret Atwood,1951,Fantasy,24.39,4.0
Pride and Prejudice,Agatha Christie,2013,Romance,27.46,3.5
1984,Mark Twain,1975,Horror,29.23,4.5
War and Peace,George Orwell,1994,Thriller,14.62,3.8
Ulysses,Ernest Hemingway,2012,Thriller,19.16,4.1
To Kill a Mockingbird,Agatha Christie,1996,Fantasy,14.69,4.8
Hamlet,Stephen King,1981,Thriller,27.88,1.7
Moby Dick,Mark Twain,1978,Fantasy,20.23,1.6
War and Peace,Mark Twain,1984,Mystery,27.69,2.8
Ulysses,Jane Austen,1983,Sci-Fi,24.7,2.3
The Odyssey,George Orwell,1981,Drama,25.11,4.3
The Odyssey,J.R.R. Tolkien,1999,Romance,23.28,2.0
To Kill a Mockingbird,Stephen King,1984,Drama,21.14,3.0
1984,Jane Austen,1968,Historical,12.24,2.3
To Kill a Mockingbird,George Orwell,1968,Historical,25.25,4.4
Ulysses,Stephen King,2009,Horror,24.15,1.0
Moby Dick,Jane Austen,1969,Fantasy,6.43,3.7
The Great Gatsby,Margaret Atwood,2008,Historical,16.15,3.0
Pride and Prejudice,George Orwell,1979,Thriller,27.13,1.8
Ulysses,George Orwell,1959,Romance,12.53,1.5
The Great Gatsby,J.K. Rowling,2007,Non-Fiction,24.68,2.7
Pride and Prejudice,Agatha Christie,1962,Non-Fiction,18.22,4.2
Hamlet,F. Scott Fitzgerald,1956,Romance,29.35,4.7
Ulysses,George Orwell,2000,Fantasy,21.06,3.8
Hamlet,Agatha Christie,1968,Thriller,19.26,2.5
To Kill a Mockingbird,Mark Twain,2022,Historical,5.31,1.2
1984,Agatha Christie,1952,Non-Fiction,20.89,3.8
The Odyssey,Margaret Atwood,1995,Romance,10.05,2.1
1984,Agatha Christie,1973,Drama,14.58,1.6
1984,Margaret Atwood,1951,Adventure,27.51,1.2
The Odyssey,Margaret Atwood,2011,Mystery,25.14,4.3
To Kill a Mockingbird,Margaret Atwood,2018,Thriller,20.63,1.5
The Great Gatsby,Jane Austen,1965,Adventure,7.01,4.7
War and Peace,Stephen King,1976,Adventure,26.66,2.6
1984,Stephen King,1968,Thriller,8.02,2.6
To Kill a Mockingbird,Agatha Christie,1951,Thriller,10.43,3.8
1984,Agatha Christie,1953,Mystery,17.8,4.0
To Kill a Mockingbird,F. Scott Fitzgerald,1990,Horror,19.4,3.4
The Odyssey,Ernest Hemingway,1996,Historical,18.28,4.9
Hamlet,Jane Austen,1997,Adventure,13.76,1.6
Ulysses,Stephen King,1989,Fantasy,18.99,1.2
War and Peace,George Orwell,1994,Fantasy,16.16,2.7
Pride and Prejudice,Stephen King,1974,Fantasy,5.87,4.3
1984,Margaret Atwood,1968,Drama,27.14,1.1
Pride and Prejudice,George Orwell,2000,Mystery,8.89,4.2
Pride and Prejudice,J.R.R. Tolkien,1994,Historical,8.02,3.0
The Odyssey,Ernest Hemingway,2002,Adventure,9.13,4.9
1984,Mark Twain,2009,Thriller,21.02,1.8
Pride and Prejudice,Margaret Atwood,2017,Sci-Fi,21.85,3.8
Pride and Prejudice,George Orwell,1997,Romance,19.86,2.0
To Kill a Mockingbird,J.R.R. Tolkien,1956,Fantasy,12.52,4.5
The Odyssey,Ernest Hemingway,1988,Thriller,29.79,1.7
To Kill a Mockingbird,Jane Austen,1957,Fantasy,26.19,1.7
To Kill a Mockingbird,F. Scott Fitzgerald,1999,Romance,15.88,4.5
1984,Mark Twain,1987,Horror,13.94,3.4
War and Peace,F. Scott Fitzgerald,1963,Mystery,16.95,3.6
Moby Dick,Margaret Atwood,1969,Sci-Fi,21.5,3.0
Brave New World,Jane Austen,2021,Fantasy,5.14,5.0
Moby Dick,Margaret Atwood,1975,Adventure,6.28,3.5
Brave New World,George Orwell,1990,Thriller,28.53,4.7
Moby Dick,George Orwell,1974,Mystery,14.95,4.1
1984,J.R.R. Tolkien,1991,Romance,7.68,1.8
To Kill a Mockingbird,Margaret Atwood,1976,Mystery,19.34,1.9
1984,J.K. Rowling,1963,Non-Fiction,5.93,4.7
Hamlet,Mark Twain,2007,Drama,20.34,3.4
To Kill a Mockingbird,Ernest Hemingway,1975,Mystery,7.08,3.7
The Odyssey,Mark Twain,2001,Romance,28.78,2.4
Hamlet,J.K. Rowling,1962,Fantasy,12.7,3.4
Moby Dick,Ernest Hemingway,1954,Fantasy,6.09,3.9
Hamlet,Agatha Christie,1984,Fantasy,16.78,3.8
1984,Ernest Hemingway,1968,Mystery,17.53,1.5
Hamlet,Agatha Christie,2009,Sci-Fi,26.74,1.3
Brave New World,George Orwell,2014,Non-Fiction,14.85,4.0
Ulysses,George Orwell,1983,Historical,5.69,2.4
The Odyssey,J.K. Rowling,1991,Historical,16.78,2.6
1984,F. Scott Fitzgerald,1985,Thriller,26.99,1.7
Brave New World,Mark Twain,1953,Thriller,6.21,4.0
War and Peace,Margaret Atwood,2016,Fantasy,5.17,4.7
To Kill a Mockingbird,J.R.R. Tolkien,1989,Sci-Fi,11.69,2.8
Ulysses,Margaret Atwood,1982,Adventure,24.76,4.3
The Odyssey,Mark Twain,1955,Adventure,19.33,2.6
Brave New World,Margaret Atwood,2012,Adventure,13.54,2.9
Hamlet,George Orwell,1992,Thriller,14.39,4.3
Ulysses,Jane Austen,2016,Sci-Fi,18.57,3.7
War and Peace,J.R.R. Tolkien,1986,Historical,21.35,1.2
The Great Gatsby,Ernest Hemingway,1956,Drama,15.73,1.7
War and Peace,F. Scott Fitzgerald,1963,Mystery,18.82,4.5
War and Peace,Jane Austen,1978,Non-Fiction,11.36,2.6
1984,J.R.R. Tolkien,1999,Romance,16.63,2.3
The Odyssey,George Orwell,1955,Thriller,12.63,4.0
To Kill a Mockingbird,J.K. Rowling,1995,Romance,13.74,3.3
Ulysses,Stephen King,2012,Historical,15.17,3.3
Brave New World,J.R.R. Tolkien,1951,Historical,28.5,2.2
To Kill a Mockingbird,F. Scott Fitzgerald,1960,Romance,10.19,2.9
Pride and Prejudice,Ernest Hemingway,1960,Historical,21.59,5.0
Pride and Prejudice,Mark Twain,1974,Thriller,6.98,4.2
Brave New World,J.K. Rowling,2018,Mystery,18.47,3.9
Hamlet,Margaret Atwood,1967,Non-Fiction,21.3,2.5
To Kill a Mockingbird,Agatha Christie,1996,Romance,6.46,1.7
The Odyssey,Mark Twain,1994,Mystery,25.72,1.7
Brave New World,Margaret Atwood,2008,Non-Fiction,11.01,4.4
The Odyssey,F. Scott Fitzgerald,2002,Fantasy,15.91,3.1
To Kill a Mockingbird,F. Scott Fitzgerald,1974,Non-Fiction,28.49,2.7
Hamlet,J.K. Rowling,2016,Romance,14.99,2.6
Hamlet,George Orwell,1994,Mystery,22.03,4.5
Pride and Prejudice,Agatha Christie,2008,Drama,28.31,3.8
Ulysses,Jane Austen,1980,Horror,6.66,2.0
Hamlet,J.R.R. Tolkien,1959,Mystery,21.13,4.5
War and Peace,F. Scott Fitzgerald,1986,Mystery,14.46,3.1
War and Peace,Mark Twain,1954,Historical,27.63,1.4
Moby Dick,J.R.R. Tolkien,1969,Drama,5.02,3.7
Ulysses,George Orwell,1977,Historical,13.36,2.9
Pride and Prejudice,J.K. Rowling,1986,Romance,26.8,3.9
Brave New World,Margaret Atwood,1993,Mystery,17.29,3.6
The Odyssey,Agatha Christie,1990,Adventure,20.45,2.7
Pride and Prejudice,Stephen King,1961,Non-Fiction,28.03,1.4
The Great Gatsby,J.R.R. Tolkien,1965,Romance,16.16,2.0
Brave New World,F. Scott Fitzgerald,2003,Romance,7.2,3.0
1984,J.R.R. Tolkien,1978,Thriller,22.64,4.3
Pride and Prejudice,J.K. Rowling,1980,Horror,29.55,3.8
The Odyssey,J.K. Rowling,2010,Romance,11.52,1.8
The Great Gatsby,Agatha Christie,1990,Fantasy,18.89,2.0
Pride and Prejudice,J.K. Rowling,1951,Non-Fiction,17.76,4.4
The Great Gatsby,George Orwell,1957,Sci-Fi,29.88,4.1
To Kill a Mockingbird,Margaret Atwood,1971,Romance,22.82,4.4
Hamlet,Jane Austen,1962,Adventure,24.24,1.9
1984,Ernest Hemingway,1992,Adventure,9.32,3.6
Pride and Prejudice,J.K. Rowling,1979,Romance,24.44,3.9
The Great Gatsby,Stephen King,1988,Sci-Fi,19.45,5.0
The Odyssey,Jane Austen,1962,Sci-Fi,6.11,3.0
Hamlet,Mark Twain,1980,Horror,25.22,4.3
1984,F. Scott Fitzgerald,1985,Horror,5.91,2.6
Ulysses,J.K. Rowling,1983,Thriller,29.89,3.9
Moby Dick,George Orwell,2019,Sci-Fi,7.45,2.1
Hamlet,J.K. Rowling,1961,Thriller,11.52,1.9
The Odyssey,Jane Austen,1950,Horror,5.22,2.7
Pride and Prejudice,J.R.R. Tolkien,1966,Drama,22.15,2.4
1984,J.R.R. Tolkien,1957,Mystery,19.53,4.9
Ulysses,Agatha Christie,1968,Romance,14.2,4.5
To Kill a Mockingbird,George Orwell,2006,Adventure,13.42,1.8
War and Peace,Jane Austen,1989,Sci-Fi,14.54,4.1
Brave New World,J.R.R. Tolkien,1957,Non-Fiction,14.8,1.5
1984,Margaret Atwood,1986,Adventure,8.9,1.6
War and Peace,J.R.R. Tolkien,1996,Thriller,14.84,4.2
The Great Gatsby,George Orwell,2011,Horror,8.88,2.0
Hamlet,Agatha Christie,1961,Non-Fiction,15.19,3.0
Hamlet,J.R.R. Tolkien,1990,Romance,9.7,1.8
The Odyssey,J.R.R. Tolkien,1986,Mystery,8.75,1.8
Brave New World,Ernest Hemingway,1972,Thriller,10.54,3.9
To Kill a Mockingbird,Agatha Christie,1980,Horror,28.22,1.3
1984,Margaret Atwood,1959,Adventure,12.22,4.3
Moby Dick,Margaret Atwood,1950,Historical,22.03,4.9
Brave New World,Margaret Atwood,1976,Romance,16.04,2.2
Moby Dick,J.K. Rowling,1976,Romance,17.44,2.9
1984,Stephen King,2016,Mystery,22.59,2.6
Brave New World,Margaret Atwood,2002,Drama,23.4,4.4
Hamlet,Jane Austen,2010,Historical,13.2,4.4
Pride and Prejudice,J.K. Rowling,1954,Drama,25.01,4.0
Ulysses,Agatha Christie,1975,Drama,24.17,4.3
Hamlet,Jane Austen,2000,Thriller,25.56,1.2
The Great Gatsby,Stephen King,1962,Sci-Fi,10.11,3.4
Hamlet,J.R.R. Tolkien,1982,Horror,20.37,3.6
Hamlet,George Orwell,1995,Romance,26.03,1.2
Hamlet,Mark Twain,2005,Historical,14.49,3.5
To Kill a Mockingbird,J.R.R. Tolkien,1990,Drama,6.77,2.3
Moby Dick,Jane Austen,2013,Romance,8.24,4.4
Brave New World,George Orwell,1981,Non-Fiction,6.98,1.5
To Kill a Mockingbird,Stephen King,1973,Horror,17.27,2.8
The Great Gatsby,Agatha Christie,2002,Horror,5.49,4.1
Pride and Prejudice,Mark Twain,2017,Romance,22.52,2.9
The Odyssey,Agatha Christie,1984,Sci-Fi,21.24,4.4
Moby Dick,George Orwell,1975,Non-Fiction,19.2,3.3
War and Peace,George Orwell,2014,Drama,21.44,2.2
Pride and Prejudice,Jane Austen,1951,Fantasy,10.04,3.6
To Kill a Mockingbird,George Orwell,1994,Non-Fiction,23.34,1.3
The Odyssey,Jane Austen,1957,Horror,19.71,1.0
1984,Jane Austen,1973,Drama,13.75,2.5
To Kill a Mockingbird,Mark Twain,2014,Historical,13.04,1.3
1984,Margaret Atwood,1955,Mystery,20.43,3.7
Hamlet,Mark Twain,1976,Non-Fiction,22.66,2.7
Hamlet,F. Scott Fitzgerald,1962,Romance,10.31,1.4
War and Peace,J.K. Rowling,1977,Historical,6.31,2.5
Hamlet,Mark Twain,2016,Sci-Fi,17.88,2.0
War and Peace,Ernest Hemingway,2006,Historical,8.81,1.6
War and Peace,Margaret Atwood,2014,Drama,19.22,2.5
To Kill a Mockingbird,J.K. Rowling,1999,Non-Fiction,22.58,4.4
To Kill a Mockingbird,Ernest Hemingway,1965,Romance,15.24,2.8
Pride and Prejudice,J.R.R. Tolkien,2007,Romance,17.76,2.7
Ulysses,J.R.R. Tolkien,1999,Non-Fiction,26.34,4.2
Brave New World,Stephen King,1991,Adventure,24.16,1.7
Moby Dick,J.R.R. Tolkien,2006,Fantasy,24.37,1.9
The Great Gatsby,Stephen King,1971,Drama,12.45,4.8
Ulysses,J.K. Rowling,1986,Horror,22.18,4.2
1984,J.R.R. Tolkien,1964,Fantasy,6.25,2.7
Pride and Prejudice,Agatha Christie,2001,Mystery,23.84,3.4
Moby Dick,Stephen King,1985,Sci-Fi,12.5,2.4
The Great Gatsby,Mark Twain,2022,Non-Fiction,15.81,3.5
The Great Gatsby,J.K. Rowling,1997,Mystery,10.23,2.5
To Kill a Mockingbird,Agatha Christie,1987,Thriller,23.2,1.5
Brave New World,J.R.R. Tolkien,1954,Adventure,13.4,1.7
Brave New World,Jane Austen,2004,Horror,17.07,1.5
Ulysses,F. Scott Fitzgerald,1968,Romance,27.85,2.9
To Kill a Mockingbird,Jane Austen,2023,Romance,26.92,4.1
War and Peace,J.R.R. Tolkien,1968,Fantasy,18.65,4.1
Moby Dick,Agatha Christie,1988,Romance,21.94,3.9
1984,Margaret Atwood,2003,Mystery,16.87,3.3
War and Peace,Margaret Atwood,1996,Sci-Fi,25.94,3.0
To Kill a Mockingbird,Stephen King,2022,Sci-Fi,6.82,1.4
War and Peace,J.K. Rowling,1978,Sci-Fi,19.76,3.7
Ulysses,George Orwell,2006,Historical,16.11,3.5
To Kill a Mockingbird,Stephen King,1985,Romance,22.3,1.0
The Great Gatsby,F. Scott Fitzgerald,1950,Non-Fiction,26.81,2.5
Hamlet,J.R.R. Tolkien,1995,Thriller,15.32,3.6
Moby Dick,J.K. Rowling,2015,Drama,28.5,3.3
Ulysses,Margaret Atwood,1979,Horror,10.6,3.2
To Kill a Mockingbird,Mark Twain,2019,Sci-Fi,22.84,2.9
Ulysses,George Orwell,1958,Fantasy,28.09,1.1
1984,J.K. Rowling,1968,Non-Fiction,27.47,3.8
1984,J.R.R. Tolkien,1982,Historical,18.19,1.1
The Odyssey,F. Scott Fitzgerald,1958,Romance,27.85,3.7
The Odyssey,J.R.R. Tolkien,1989,Sci-Fi,18.15,2.1
The Great Gatsby,Ernest Hemingway,1958,Adventure,23.77,1.9
Ulysses,Ernest Hemingway,2018,Drama,17.27,4.7
Pride and Prejudice,Mark Twain,1990,Horror,28.35,4.7
The Great Gatsby,J.K. Rowling,1981,Mystery,12.75,3.4
The Odyssey,Ernest Hemingway,1977,Romance,18.85,2.0
War and Peace,F. Scott Fitzgerald,2019,Thriller,10.49,4.7
The Great Gatsby,George Orwell,1972,Mystery,18.22,1.9
The Great Gatsby,Stephen King,1976,Mystery,10.74,4.7
War and Peace,Margaret Atwood,1985,Horror,19.22,2.9
War and Peace,Agatha Christie,1981,Non-Fiction,25.35,1.5
Ulysses,J.R.R. Tolkien,2015,Drama,21.36,4.7
Brave New World,Jane Austen,1997,Drama,17.62,4.9
The Odyssey,F. Scott Fitzgerald,1978,Non-Fiction,11.33,2.2
Ulysses,Ernest Hemingway,1984,Horror,14.86,4.5
Ulysses,F. Scott Fitzgerald,2023,Romance,10.0,4.9
The Great Gatsby,Agatha Christie,1970,Mystery,6.06,4.6
The Odyssey,F. Scott Fitzgerald,1991,Thriller,8.39,5.0
The Odyssey,J.R.R. Tolkien,1972,Drama,26.5,3.0
Hamlet,George Orwell,1990,Fantasy,29.45,1.4
Brave New World,Mark Twain,1976,Horror,28.7,1.3
1984,Mark Twain,1950,Mystery,12.13,3.1
The Great Gatsby,Jane Austen,2007,Historical,8.17,4.3
Brave New World,Agatha Christie,1993,Historical,6.49,4.6
Moby Dick,Mark Twain,2000,Thriller,20.78,4.3
Hamlet,Agatha Christie,1973,Romance,9.07,3.3
The Great Gatsby,J.K. Rowling,1991,Horror,6.77,3.9
To Kill a Mockingbird,Stephen King,1985,Adventure,13.59,1.3
Pride and Prejudice,Agatha Christie,1971,Mystery,22.23,2.0
War and Peace,J.K. Rowling,2015,Drama,9.28,1.1
Pride and Prejudice,Agatha Christie,1966,Adventure,5.8,1.8
War and Peace,Margaret Atwood,1968,Horror,24.83,3.3
Ulysses,Jane Austen,1990,Horror,22.52,2.3
Moby Dick,Ernest Hemingway,2000,Mystery,27.86,4.4
To Kill a Mockingbird,Margaret Atwood,1987,Romance,11.06,4.3
The Great Gatsby,Mark Twain,1974,Romance,13.06,1.9
To Kill a Mockingbird,J.K. Rowling,1954,Thriller,5.83,2.8
Moby Dick,J.R.R. Tolkien,1996,Drama,11.58,3.0
Moby Dick,F. Scott Fitzgerald,2004,Mystery,25.06,1.2
The Odyssey,J.K. Rowling,1994,Historical,10.63,2.5
Pride and Prejudice,Mark Twain,2003,Fantasy,8.28,2.7
Brave New World,J.K. Rowling,2002,Sci-Fi,28.22,4.9
Moby Dick,Agatha Christie,1969,Fantasy,9.52,4.7
War and Peace,Margaret Atwood,1994,Thriller,29.7,1.8
Brave New World,F. Scott Fitzgerald,2012,Historical,7.12,4.0
To Kill a Mockingbird,J.K. Rowling,1989,Romance,17.78,1.2
1984,Stephen King,1976,Adventure,7.96,4.5
1984,Stephen King,1987,Historical,5.26,1.9
Ulysses,Ernest Hemingway,2007,Thriller,18.63,1.6
Brave New World,J.K. Rowling,1968,Mystery,8.74,1.4
1984,George Orwell,1975,Thriller,10.68,4.6
The Great Gatsby,Jane Austen,1979,Fantasy,22.04,3.6
The Odyssey,J.K. Rowling,1990,Non-Fiction,28.52,3.6
1984,J.K. Rowling,1968,Drama,22.97,2.2
Moby Dick,Jane Austen,1969,Horror,17.69,1.0
To Kill a Mockingbird,Stephen King,2021,Romance,5.1,4.4
The Great Gatsby,Agatha Christie,1969,Historical,23.43,3.4
The Odyssey,Mark Twain,2012,Sci-Fi,28.53,4.4
Brave New World,George Orwell,1986,Historical,20.91,1.5
Brave New World,George Orwell,2008,Fantasy,17.79,4.0
1984,J.R.R. Tolkien,1972,Non-Fiction,27.12,2.4
1984,J.R.R. Tolkien,1960,Drama,6.66,1.1
Pride and Prejudice,Jane Austen,1976,Non-Fiction,17.25,1.8
1984,Ernest Hemingway,2004,Sci-Fi,20.41,3.6
The Odyssey,Jane Austen,1969,Fantasy,17.3,4.8
War and Peace,Ernest Hemingway,1969,Mystery,13.87,3.9
1984,J.R.R. Tolkien,1975,Romance,12.39,4.6
Pride and Prejudice,Jane Austen,1956,Horror,25.5,1.7
The Great Gatsby,George Orwell,1950,Sci-Fi,23.18,1.8
The Great Gatsby,Stephen King,1990,Thriller,18.02,2.4
To Kill a Mockingbird,Jane Austen,2023,Adventure,28.17,3.2
The Odyssey,Margaret Atwood,1977,Horror,19.28,4.9
Ulysses,Ernest Hemingway,1957,Fantasy,20.82,4.5
1984,Stephen King,1973,Historical,26.58,3.9
Brave New World,Stephen King,1985,Romance,28.42,4.9
Pride and Prejudice,Jane Austen,1952,Drama,22.06,4.1
Hamlet,J.K. Rowling,1955,Mystery,7.61,3.0
The Odyssey,Ernest Hemingway,1991,Adventure,19.58,2.0
To Kill a Mockingbird,Margaret Atwood,2011,Horror,13.54,4.5
Moby Dick,J.K. Rowling,2015,Romance,21.12,3.1
Brave New World,Jane Austen,1997,Drama,10.07,1.2
Moby Dick,Stephen King,1997,Non-Fiction,20.5,3.1
To Kill a Mockingbird,Jane Austen,1994,Fantasy,25.56,1.8
Brave New World,J.K. Rowling,1995,Mystery,10.96,4.8
The Great Gatsby,Mark Twain,1981,Historical,15.24,4.6
Moby Dick,Stephen King,2021,Drama,22.73,3.1
1984,Ernest Hemingway,1980,Sci-Fi,26.44,2.1
Hamlet,Jane Austen,2013,Historical,28.29,4.6
To Kill a Mockingbird,George Orwell,1952,Horror,9.71,2.7
Hamlet,J.R.R. Tolkien,1989,Thriller,9.65,4.3
War and Peace,Margaret Atwood,2010,Non-Fiction,23.84,2.3
Hamlet,Agatha Christie,1973,Drama,20.43,4.6
Hamlet,Jane Austen,1974,Fantasy,8.81,3.1
The Odyssey,Agatha Christie,1953,Thriller,22.93,1.0
1984,Ernest Hemingway,2011,Drama,9.85,3.8
1984,J.R.R. Tolkien,1978,Non-Fiction,9.78,2.7
1984,Ernest Hemingway,1974,Adventure,18.34,1.4
Moby Dick,George Orwell,1958,Non-Fiction,26.39,3.8
The Great Gatsby,Ernest Hemingway,1985,Drama,21.1,4.5
Brave New World,Ernest Hemingway,1957,Adventure,6.75,4.8
Pride and Prejudice,Margaret Atwood,2019,Thriller,15.03,3.1
1984,Mark Twain,1992,Historical,26.42,1.2
The Odyssey,J.R.R. Tolkien,1952,Adventure,7.99,2.2
War and Peace,Agatha Christie,1993,Mystery,17.23,4.8
War and Peace,Ernest Hemingway,1998,Sci-Fi,6.63,3.9
Pride and Prejudice,J.K. Rowling,2019,Non-Fiction,27.48,4.1
Ulysses,Ernest Hemingway,2020,Adventure,6.76,4.5
Ulysses,F. Scott Fitzgerald,2012,Drama,20.58,4.5
To Kill a Mockingbird,Stephen King,1969,Horror,29.7,1.2
Hamlet,Mark Twain,2009,Fantasy,20.46,4.3
The Great Gatsby,Mark Twain,1959,Horror,27.26,4.3
Ulysses,Ernest Hemingway,1970,Thriller,11.84,4.5
To Kill a Mockingbird,F. Scott Fitzgerald,1967,Horror,21.69,2.3
Pride and Prejudice,Agatha Christie,1975,Sci-Fi,19.07,1.7
Moby Dick,George Orwell,1965,Adventure,14.78,2.5
War and Peace,F. Scott Fitzgerald,1951,Romance,29.24,4.3
Ulysses,Jane Austen,1994,Mystery,7.19,3.4
Pride and Prejudice,Stephen King,1951,Sci-Fi,22.65,1.1
The Great Gatsby,J.K. Rowling,2022,Historical,5.28,2.9
1984,Mark Twain,1953,Fantasy,13.98,4.8
Pride and Prejudice,J.R.R. Tolkien,1967,Adventure,12.21,2.1
Ulysses,Jane Austen,1953,Thriller,7.66,3.4
Moby Dick,F. Scott Fitzgerald,2016,Historical,15.31,4.4
War and Peace,J.R.R. Tolkien,2012,Sci-Fi,28.23,4.4
The Great Gatsby,Jane Austen,1964,Sci-Fi,8.2,2.3
Moby Dick,J.R.R. Tolkien,1975,Historical,18.27,2.7
Ulysses,Mark Twain,1982,Historical,8.81,2.4
1984,Mark Twain,1992,Non-Fiction,18.99,3.9
The Odyssey,J.K. Rowling,2016,Sci-Fi,29.79,1.1
To Kill a Mockingbird,Margaret Atwood,1952,Mystery,11.65,3.5
Hamlet,George Orwell,2014,Drama,12.09,1.9
Pride and Prejudice,Mark Twain,2010,Sci-Fi,18.36,1.2
Pride and Prejudice,Agatha Christie,1987,Romance,14.16,3.0
To Kill a Mockingbird,Margaret Atwood,1983,Historical,7.17,3.6
To Kill a Mockingbird,Jane Austen,1991,Horror,16.98,3.7
Brave New World,J.R.R. Tolkien,2019,Adventure,26.23,2.7
Hamlet,Agatha Christie,1979,Fantasy,26.54,3.0
Ulysses,Stephen King,1965,Historical,22.33,1.1
Pride and Prejudice,Agatha Christie,2020,Sci-Fi,16.48,3.3
The Great Gatsby,Agatha Christie,1955,Thriller,6.81,2.1
Moby Dick,J.R.R. Tolkien,1988,Drama,5.94,2.5
Moby Dick,J.R.R. Tolkien,1966,Mystery,23.07,4.1
Ulysses,Jane Austen,1984,Mystery,23.79,2.6
1984,Margaret Atwood,1971,Non-Fiction,18.94,3.6
The Great Gatsby,Jane Austen,1960,Drama,8.44,2.0
1984,F. Scott Fitzgerald,2016,Drama,9.84,2.3
1984,F. Scott Fitzgerald,1955,Drama,9.0,4.6
1984,Ernest Hemingway,2012,Non-Fiction,24.63,4.5
The Odyssey,Mark Twain,1997,Adventure,9.14,2.0
